Product Name,Price,Rating,Reviews,Discount,Availability,Delivery Date
"AXL VayuBook Laptop 14.1 Inch FHD IPS Display (4GB Ram,128GB SSD) 1920 * 1080 Resolution | HD Gemini Lake N4020 | Windows 11 Home | UHD Graphics 600 (Cloud Silver)","₹12,990",3.3,310,(59% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 46 mins. Details"
"(Refurbished) Dell E5290, 8th Gen, Intel Core i5-8250U, 8GB DDR4 RAM, 500GB HDD+64GB SSD, (Win 11, MS Office, Black, 1.36kg) 12.5"" (31.8cm) HD, Intel UHD Graphics, HD Camera, Thin & Light Laptop","₹15,999",N/A,N/A,(82% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Friday, 28 February. Details"
"Lenovo IdeaPad Slim 3 Intel Core i5-12450H 14"" (35.56cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 2021/Alexa Built-in/1 Year ADP Free/Arctic Grey/1.37Kg), 83EQ0044IN","₹49,200",3.9,95,(30% off),In stock,"FREE delivery Saturday, 1 March. Details"
"ASUS Zenbook Duo,14"" 3K (2880 x 1800) OLED, Touch Screen,Intel Core Ultra 9,(32GB RAM/1 TB/Intel Arc iGPU/Windows 11/MS Office 365 Basic(1Year)*/Office Home 2024/Inkwell Gray/1.65 Kg),UX8406CA-PZ106WS","₹2,39,000",N/A,N/A,(18% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 45 mins. Details"
"ASUS Vivobook 16, 16"" FHD+(1920 x 1200),Intel Core Ultra 5 Processor,(16GB RAM/512GB SSD/Integrated Graphics/Windows 11/MS Office 365 Basic(1Year)*/Office Home 2024/Quiet Blue/1.88 Kg),X1607CA-MB139WS","₹75,990",N/A,N/A,(18% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 45 mins. Details"
"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H (16GB RAM/512GB SSD/FHD/14 (35.5cm)/Windows 11/Office Home 2024/Alexa Built-in/3 mon. Game Pass/Grey/1.37Kg), 83EQ0072IN Laptop","₹54,590",3.9,462,(23% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 45 mins. Details"
"ASUS Zenbook 14, 14"" 3K (2880 x 1800) OLED, Touch Screen,Intel Core Ultra 9,(32GB RAM/1 TB/Intel Arc iGPU/Windows 11/MS Office 365 Basic(1Year)*/Office Home 2024/Foggy Silver/1.28 Kg),UX3405CA-PZ349WS","₹1,42,990",N/A,N/A,(16% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 45 mins. Details"
"(Refurbished) Dell E5290, 8th Gen, Intel Core i5-8250U, 8GB DDR4 RAM, 500GB HDD+64GB SSD, (Win 11, MS Office, Black, 1.36kg) 12.5"" (31.8cm) HD, Intel UHD Graphics, HD Camera, Thin & Light Laptop","₹15,999",N/A,N/A,(82% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Friday, 28 February. Details"
"Lenovo IdeaPad Slim 3 Intel Core i5-12450H 14"" (35.56cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 2021/Alexa Built-in/1 Year ADP Free/Arctic Grey/1.37Kg), 83EQ0044IN","₹49,200",3.9,95,(30% off),In stock,"FREE delivery Saturday, 1 March. Details"
"HP Pavilion AI Laptop, Intel Core Ultra 7 155U, 10-12 TOPS, 16GB LPDDR5x, 512GB SSD, IPS, Anti-glare, WUXGA, 16-inch(40.6cm) Intel Graphics, 1080p FHD camera (Win11, Office21, Silver, 1.77kg) af0028TU","₹84,990",3.4,62,(18% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 44 mins. Details"
"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU/eq2212au","₹31,490",4.1,"1,489",(35% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 44 mins. Details"
"Acer Aspire Lite 13th Gen Intel Core i3-1305U Thin and Light Premium Laptop (Windows 11 Home/8 GB RAM/512GB SSD/36 WHR) AL15-53 with 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG","₹31,999",3.8,181,(37% off),In stock,"FREE delivery Saturday, 1 March. Details"
"ASUS Vivobook 16X, 16"" FHD+, 144Hz 300nits, Intel Core i5-12500H 2.5 GHz, Creator/Gaming Laptop (16GB RAM/512GB SSD/RTX 4050/win 11/Office Home/70WHr Battery/Indie Black/1.80 kg), K3605ZU-RP304WS","₹72,990",3.6,167,(28% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 44 mins. Details"
"HP Laptop 255 G9 AMD Ryzen 3 3250U Dual Core - (8GB/512GB SSD/AMD Radeon Graphics) Thin and Light Business Laptop/15.6"" (39.62cm)/Black/1.47 kg","₹24,150",3.0,5,(43% off),In stock,"FREE delivery Saturday, 1 March. Details"
"Lenovo V14 G3 (2024), Intel Core i3 12th Gen 1215U - (16GB/512GB SSD/Intel UHD Graphics/Windows 11) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office 2021","₹32,990",4.6,3,(34% off),In stock,"FREE delivery Sunday, 2 March. Details"
"Lenovo IdeaPad Slim 3 13th Gen Core i5-13420H (16GB RAM/512GB SSD/FHD IPS/Windows 11/MS Office'21/14"" (35.56cm)/Alexa Built-in/Grey/1.3Kg, 83EL003PIN Laptop","₹58,590",5.0,2,(30% off),,"FREE delivery Monday, 3 March"
"ASUS Vivobook 16,16"" FHD+(1920 x 1200),Intel Core Ultra 5 Processor,(16GB RAM/512GB SSD/Integrated Graphics/Windows 11/MS Office 365 Basic(1Year)*/Office Home 2024/Cool Silver/1.88 Kg),X1607CA-MB142WS","₹75,990",N/A,N/A,(18% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 43 mins. Details"
"Primebook 4G, 2024(New, WiFi+4G) Android Based MediaTek MT8788 - (PrimeOS) 4G SIM Slot, Thin and Light Laptop (11.6 Inch, 1.065 Kg, Type C, USB, HDMI, MicroSD) (4GB/64GB eMMC Storage, Black)","₹12,990",4.4,334,(13% off),In stock,"FREE delivery Saturday, 1 March. Details"
"HP 15 AI Laptop, Intel Core Ultra 5 125H,12 Tops, 16GB DDR5, 1TB SSD,(Win 11, Silver, 1.65 kg),Anti-Glare, 15.6-inch (39.6 cm), FHD, Intel Arc Graphics, FHD Camera, Backlit KB, fd1197TU","₹72,990",3.1,20,(14% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 43 mins. Details"
"Lenovo V15 G4 2024 Smart Laptop, AMD Ryzen 5 7520U 15.6 inch FHD Display, AMD Graphics, 8 GB DDR5 5500Mhz Ram, 512GB SSD NVMe, Windows 11, MS-Office, Dolby Audio, Arctic Grey, 1 Year Warranty","₹31,966",3.7,13,(75% off),In stock,"FREE delivery Sunday, 2 March. Details"
"Dell (Refurbished) Latitude 3400 8th Gen Intel Core i5 Thin & Light HD Laptop (16 GB DDR4 RAM/512 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Bluetooth/Webcam/Intel UHD Graphics)","₹17,999",4.0,49,(64% off),In stock,"FREE delivery Saturday, 1 March. Order within 22 hrs 57 mins. Details"
"Acer Aspire Lite AMD Ryzen 3 5300U Premium Thin and Light Laptop (Windows 11 Home/16 GB RAM/512 GB SSD) AL15-41 with 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG","₹29,990",3.9,"1,052",(40% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 42 mins. Details"
"HP Laptop 15, AMD Ryzen 5 5500U, 15.6-inch (39.6 cm), FHD, 16GB DDR4(3200 SDRAM), 512GB SSD, Dual Speakers,MSO,Windows 11,Natural Silver,1.69 kg,15s-eq2305au",₹N/A,4.7,5,No featured offers available,,Not Mentioned
"ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) FA566NCR-HN075W Gaming Laptop (15.6 inch, Graphite Black, 2.30 Kg)","₹66,500",N/A,N/A,(45% off),In stock,"FREE delivery Saturday, 1 March. Order within 21 hrs 27 mins. Details"
"ASUS TUF Gaming A15, AMD Ryzen 7 7435HS, 15.6"" FHD 144Hz 250 nits, Gaming Laptop (16GB RAM/512GB SSD/NVIDIA GeForce RTX 3050/Win11/Battery/Black/2.30Kg) with MS Office,FA506NCR-HN075WS","₹65,989",4.0,432,(28% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 42 mins. Details"
"Lenovo ThinkBook 14 Intel 13th Gen Core i3 14"" (35.56cm) WUXGA IPS 300 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Win 11 Home/FPR/Arctic Grey/1Y Onsite + Premier Support/1.38Kg), 21KG00AFIN","₹43,990",4.0,20,(42% off),In stock,"FREE delivery Wednesday, 5 March. Order within 21 hrs 27 mins. Details"
"HONOR MagicBook X16 (2024), 12th Gen Intel Core i5-12450H, 16-inch (40.64 cm) FHD IPS Anti-Glare Thin and Light Laptop (16GB/512GB PCIe SSD/Windows 11/ Full-Size Numeric Keyboard /1.68Kg), Gray","₹39,990",3.9,232,(49% off),In stock,"FREE delivery Saturday, 1 March. Details"
"Lenovo IdeaPad Slim 3 Core i5 13420H (16GB RAM/512GB SSD/15.6"" (39.6cm)/Integrated Intel UHD Graphics/Windows 11/Office Home 2024/1 Year ADP Free/Grey/1.6Kg), 83EM00H0IN Laptop","₹59,049",5.0,1,(32% off),In stock,"FREE delivery Saturday, 1 March. Details"
"ASUS Vivobook S 15 OLED (2023), Intel Core EVO i5-13500H 13th Gen, 15.6"" (39.62 cm) 2.8K 120Hz OLED, Thin & Light Laptop (16GB/512GB SSD/Iris Xe/Win 11/Office 2021/75WHr/Blue/1.7 kg) S5504VA-MA541WS","₹74,990",3.4,39,(30% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 41 mins. Details"
"ASUS Vivobook 16 (2023)Thin & Light Laptop,Intel Core i9-13900H 13th Gen, 16"" (40.64 cm) FHD+(16GB RAM/512GB SSD/Intel Iris Xe/Win 11/Office 2021/Backlit KB/Fingerprint/Black/1.88 kg) X1605VA-MB947WS","₹84,990",4.0,194,(27% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 41 mins. Details"
"Acer Aspire Lite 13th Gen Intel Core i3-1305U Thin and Light Premium Laptop (Windows 11 Home/16 GB RAM/512GB SSD/36 WHR) AL15-53 with 39.62cm (15.6"") Full HD, Metal Body, Steel Gray, 1.59 KG","₹34,990",3.8,181,(26% off),In stock,"FREE delivery Sunday, 2 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 40 mins. Details"
"HP Victus, AMD Ryzen 5 5600H, AMD Radeon RX 6500 Graphics, 8GB DDR4, 512GB SSD, IPS, 15.6-inch(39.6cm) FHD Gaming Laptop, Enhanced Cooling (Win 11, Office 21, Blue, 2.37kg) fb0147AX/fb0184AX","₹49,900",3.7,14,(22% off),In stock,"FREE delivery Friday, 28 February. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 40 mins. Details"
"Lenovo IdeaPad Slim 1 AMD Ryzen 5 5500U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Integrated AMD Graphics/Windows 11 Home/MSO 21/1Yr ADP Free/Cloud Grey/1.61Kg), 82R400ERIN","₹38,190",4.0,246,(35% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 40 mins. Details"
"Dell Inspiron 3530 Laptop, 13th Generation Intel Core i7-1355U Processor, 16GB, 512GB, 15.6"" (39.62cm) FHD 120Hz Display, Backlit KB, Windows 11 + MSO'21, 15 Month McAfee, Silver, Thin & Light-1.62kg","₹68,790",3.9,10,(23% off),In stock,"FREE delivery Friday, 28 February. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 40 mins. Details"
"Acer Nitro V Gaming Laptop 13th Gen Intel Core i5-13420H with RTX 4050 Graphics 6GB VRAM, 144Hz Display (16GB DDR5/1TB SSD/Windows 11 Home/Wi-Fi 6),15.6""(39.6cms) FHD ANV15-51","₹83,990",4.1,566,(10% off),In stock,"FREE delivery Saturday, 1 March. Details"
"Lenovo V15 AMD Ryzen 7 7730U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (16GB/512GB SSD/Windows 11 SL/Iron Grey/1.65 Kg), Grey","₹40,399",4.3,14,(41% off),Only 1 left in stock.,"FREE delivery Monday, 3 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 40 mins. Details"
"Lenovo Latest Launched V15 (2024) 15.6"" FHD Anti-Glare Laptop, Intel Celeron N4500, 8GB DDR4 RAM, 256 NVME SSD, Intel UHD Graphics, Wi-Fi, Bluetooth, Windows 11, Black,1 Year Warranty","₹22,990",3.1,39,(34% off),In stock,"FREE delivery Wednesday, 5 March. Order within 21 hrs 24 mins. Details"
"ASUS Zenbook 14, 14"" 3K (2880 x 1800) OLED, Touch Screen, Intel Core Ultra 5,(16GB RAM/1 TB/Intel Arc iGPU/Windows 11/MS Office 365 Basic(1Year)*/Office Home 2024/Ponder Blue/1.28 Kg),UX3405CA-PZ162WS","₹1,12,990",N/A,N/A,(17% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 39 mins. Details"
"ASUS Vivobook 15, Core i3-1215U 12th Gen, Thin and Light Laptop, 15.6"" FHD, 60Hz (8 GB RAM/512GB SSD/Windows11/Office 2021/42WHr /Silver/1.40 kg), X1504ZA-NJ322WS","₹31,990",3.7,331,(44% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 39 mins. Details"
"HP 15s,12th Gen Intel Core i3-1215U, 8GB DDR4, 512 GB SSD(Win 11, Office 21, Silver, 1.69kg), Anti-Glare, 15.6inch(39.6Cm), FHD Laptop, Intel UHD Graphics, Dual Speakers, HD Camera, fy5006tu","₹34,999",4.2,688,(30% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 39 mins. Details"
"MSI Modern 15 H AI, Intel 1st Gen. Ultra 7 155H,Built-in AI, 40CM Laptop(16GB/512GB NVMe SSD/Windows 11 Home/MOS 2021/Intel Arc/Classic Black/1.9Kg), C1MG-048IN","₹63,990",4.7,3,(26% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 39 mins. Details"
HP Laptop 245 G9 AMD Ryzen 3 3250U Dual Core - (8GB/512GB SSD/AMD Radeon Graphics) Thin and Light Business Laptop/14 (35.56cm)/Silver/1.47 kg,"₹26,990",3.7,12,(41% off),In stock,"FREE delivery Saturday, 1 March. Details"
"ASUS Vivobook Go 14 (2023), AMD Ryzen 5 7520U, 14-inch (35.56 cm) FHD, Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Silver/1.38 kg), E1404FA-NK521WS","₹37,990",4.1,36,(40% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 38 mins. Details"
"(Refurbished) Dell Latitude E7470 6th Gen Intel Core i5 Thin & Light HD Laptop (16 GB DDR4 RAM|512 GB SSD|14"" (35.6 cm) HD|Windows 11|MS Office|WiFi|BT|Intel HD Graphics)","₹18,999",3.9,6,(53% off),In stock,"FREE delivery Saturday, 1 March. Order within 22 hrs 53 mins. Details"
"Lenovo V14 G3 (2024), Intel Core i5 12th Gen 1235U - (16GB/512GB SSD/Intel UHD Graphics/DOS) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg","₹35,480",3.1,14,(29% off),In stock,"FREE delivery Sunday, 2 March. Details"
"ASUS Vivobook 16X, 16"" (1920 x 1200), Core i7-12700H Processor 2.3 GHz, (16GB RAM/512GB SSD/RTX 3050/Windows 11/Office Home//Backlit Keyboard/50Whr Battery/Cool Silver/1.8 Kg), K3605ZC-RP628WS","₹70,990",3.1,10,(30% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 38 mins. Details"
"ASUS Vivobook 15, Core i3-1215U 12th Gen, Thin and Light Laptop, 15.6"" FHD, 60Hz (8 GB RAM/512GB SSD/Windows11/Office 2021/42WHr /Silver/1.40 kg), X1504ZA-NJ322WS","₹31,990",3.7,331,(44% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 38 mins. Details"
"Lenovo IdeaPad 3 12th Gen Intel Core i3-1215U 15.6 Inch (39.65cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Backlit KB/1Yr ADP Free/3months Game Pass/Grey/1.63Kg), 82RK017PIN","₹36,290",4.0,241,(37% off),In stock,"FREE delivery Saturday, 1 March. Details"
"Dell Inspiron 3530 Thin & Light Laptop, 13th Gen Intel Core i5-1334U Processor, 16GB, 1TB SSD, 15.6"" (39.62cm) FHD Display, Backlit Keyboard, Windows 11 + MSO'24 & 15 Month McAfee, Silver, 1.62kg","₹57,690",4.0,1,(15% off),In stock,"FREE delivery Saturday, 1 March. Details"
"ASUS Vivobook 14 Flip, 14"" FHD+ (1920 x 1200),Touch Screen, Intel Core Ultra 7,(16GB RAM/512GB SSD/Intel Arc iGPU/Windows 11/MS Office 365 Basic(1Year)*/Office Home 2024/Gray/1.57 Kg),TP3407SA-QL025WS","₹1,09,980",N/A,N/A,(19% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 37 mins. Details"
"ASUS Zenbook 14, 14"" 3K (2880 x 1800) OLED, Touch Screen, Intel Core Ultra 9,(32GB RAM/1 TB/Intel Arc iGPU/Windows 11/MS Office 365 Basic(1Year)*/Office Home 2024/Ponder Blue/1.28 Kg),UX3405CA-PZ164WS","₹1,42,990",N/A,N/A,(16% off),Only 1 left in stock.,"FREE delivery Saturday, 1 March. Order within 17 hrs 22 mins. Details"
"ASUS Vivobook 15, Core i3-1215U 12th Gen, Thin and Light Laptop, 15.6"" FHD, 60Hz (8 GB RAM/512GB SSD/Windows11/Office 2021/42WHr /Silver/1.40 kg), X1504ZA-NJ322WS","₹31,990",3.7,331,(44% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 37 mins. Details"
"MSI Modern 14 H, Intel Core I9 13900H,36Cm Laptop(16GB/1Tb NVME SSD/Windows 11 Home/Iris Xe/Classic Black/1.6Kg), D13MG-071IN","₹71,990",3.1,2,(19% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 37 mins. Details"
"Lenovo V15 Intel Core i7 12th Gen 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Iron Grey/1Y Onsite/1.7 kg), 82TTA08AIN","₹56,799",3.6,8,(22% off),Only 1 left in stock.,"FREE delivery Saturday, 1 March. Details"
"(Refurbished) HP 15 2021 AMD Ryzen 3-3250 15 inches Thin & Light Laptop, 8 GB RAM, 1TB HDD + 256GB SSD (","₹24,990",3.3,11,(53% off),Only 1 left in stock.,"FREE delivery Saturday, 1 March. Details"
"HP Laptop 15s, 12th Gen Intel Core i3-1215U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel UHD Graphics, 720p HD Camera, Anti-Glare Screen, Thin & Light (Win 11, Silver, 1.69 kg), fy5004TU","₹36,999",4.0,50,(30% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 36 mins. Details"
"Acer [Smartchoice Aspire Lite AMD Ryzen 7 5700U Premium Thin and Light Laptop (Windows 11 Home/16 GB RAM/512 GB SSD/MSO) AL15-41 with 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG","₹42,999",3.4,68,(41% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 36 mins. Details"
"Apple MacBook Air Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 512GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone/iPad; Space Grey","₹79,990",4.5,32,(33% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 36 mins. Details"
"HP Pavilion Touchscreen 12th Gen Intel Core i5-1235U, 16GB DDR4, 512GB SSD, (Win11,Office21,Silver,1.41 kg), IPS,14-inch (35.6cm) FHD Laptop, Intel Iris Xe Graphics, HD Camera,Backlit KB,B&O,dv2041TU","₹60,490",3.8,79,(22% off),Available to ship in 1-2 days,FREE delivery 27 February - 1 March
"ASUS Vivobook 15, Core i3-1215U 12th Gen, Thin and Light Laptop, 15.6"" FHD, 60Hz (8 GB RAM/512GB SSD/Windows11/Office 2021/42WHr /Silver/1.40 kg), X1504ZA-NJ322WS","₹31,990",3.7,331,(44% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 35 mins. Details"
"HP 15s, AMD Ryzen 5 5500U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg), Anti-Glare, 15.6-inch(39.6cm), FHD Laptop, AMD Radeon Graphics, HD Camera, Dual Speakers, eq2144AU","₹37,732",4.1,"1,065",(38% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 35 mins. Details"
"acer Aspire 3 Intel Core i7-1255U/Thin and Light Laptop (Windows 11 Home/16 GB RAM/1 TB SSD/45.6WHr) A324-51 with 35.56cm (14"") IPS FHD Display, 1.45 KG","₹54,980",5.0,1,(21% off),In stock,"FREE delivery Saturday, 1 March. Details"
"HP 15, 13th Gen Intel Core i5-1334U, 16GB DDR4, 512GB SSD (Win 11, Office 21, Silver, 1.59kg), Anti-Glare, 15.6-inch(39.6cm) FHD Laptop, Intel Iris Xe Graphics, Backlit KB, 1080p FHD Camera, fd0221TU","₹54,900",3.8,130,(25% off),Only 1 left in stock.,"FREE delivery Saturday, 1 March. Details"
"Lenovo IdeaPad 1 Ryzen 5 5625U (16GB RAM/512GB SSD/Windows 11/Office Home 2024/15.6 Inch (39.6cm)/FHD IPS Display/3months Game Pass/Arctic Grey/1.6Kg), 82R4010DIN Laptop","₹39,490",4.0,"1,919",(30% off),In stock,"FREE delivery Saturday, 1 March. Order within 20 hrs 50 mins. Details"
"(Refurbished) Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/512 GB SSD/Win11 Home/38 WHR/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG",₹N/A,4.5,2,N/A,"Currently unavailable.
We don't know when or if this item will be back in stock.",Not Mentioned
"HP Victus Gaming Laptop 15,13th Gen Intel Core i7-13620H,15.6-inch(39.6 cm),FHD,Anti-Glare,16GB DDR4,512GB SSD,NVIDIA GeForce RTX 4050 Laptop GPU,Audio by B&O,Windows 11,Black,2.29kg,15-fa1274TX","₹84,990",3.7,11,(26% off),In stock,"FREE delivery Saturday, 1 March. Details"
"HP Laptop 247 G8 (2024), AMD Ryzen 5 3500U Quad Core - (16GB/512GB SSD/AMD Radeon Graphics/Windows 11 Pro) Thin and Light Business Laptop/14 (35.56cm)/Black/1.47 kg/MS Office 2021","₹32,849",3.9,2,(44% off),In stock,"FREE delivery Saturday, 1 March. Details"
"Acer Aspire Lite 12th Gen Intel Core i3-1215U Premium Metal Laptop (8GB RAM/512GB SSD/Windows 11 Home) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg","₹32,990",3.9,390,(18% off),Only 1 left in stock.,"FREE delivery Saturday, 1 March. Order within 21 hrs 49 mins. Details"
"HP Pavilion, 12th Gen Intel Core i5-1235U, 16GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.41kg) IPS, BrightView, 14-inch(35.6cm) FHD Laptop, Intel Iris Xe Graphics, HD camera, Backlit KB,dv2014TU","₹63,299",4.0,683,(21% off),In stock,"FREE delivery Saturday, 1 March. Details"
"CHUWI CoreBook X Laptop 12thGen i3-1220P Processor, 8GB DDR4 RAM and 512GB SSD, Intel® UHD Graphics,14.0"" FHD IPS Display, Backlit Keyboard, Windows 11 Home, WIFI6, BT5.2, 3.5MM Jack, Metal Body, Grey","₹23,990",3.6,211,(47% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 34 mins. Details"
"Lenovo IdeaPad Slim 5 Intel Core Ultra 5 125H Built-in AI 14"" (35.5cm) WUXGA-OLED 400Nits Thin & Light Laptop (16GB/1TB SSD/Win 11/MSO 21/FHD+IR Cam/1Yr ADP Free/3Mon Game Pass/Grey/1.4Kg), 83DA0049IN","₹79,990",4.6,14,(21% off),In stock,"FREE delivery Saturday, 1 March. Details"
"Dell 15 Thin & Light Laptop, Intel Core 13th Generation i5-1334U Processor, 16GB DDR4 & 512GB SSD, 15.6"" (39.62cm) FHD 120Hz 250 nits, Windows 11 + MSO'21 + 15 Month Mcafee, Carbon Black, 1.66kg","₹55,490",3.6,35,(22% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 33 mins. Details"
"ASUS Vivobook 14 Flip, 14"" FHD+ (1920 x 1200),Touch Screen, Intel Core Ultra 5,(16GB RAM/512GB SSD/Intel Arc iGPU/Windows 11/MS Office 365 Basic(1Year)*/Office Home 2024/Gray/1.57 Kg),TP3407SA-QL024WS","₹96,990",N/A,N/A,(21% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 33 mins. Details"
"ASUS Vivobook 15, Thin and Light Laptop, Intel Core i3-1315U 13th Gen, 15.6"" (39.62 cms) FHD (8GB/512GB SSD/Win11/MS Office/Backlit Keyboard/Silver/1.7 kg), X1504VA-NJ320WS","₹37,990",4.2,82,(34% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 33 mins. Details"
Dell Latitude 3440 Core i5-12th Gen / 16GB RAM / 512GB SSD / 3 Year Warranty/Windows 11 Pro/FHD/BKL/NO FPR,"₹55,100",N/A,N/A,(37% off),Only 1 left in stock.,FREE delivery 28 February - 4 March
"ASUS Vivobook 16X, 16"" FHD+, 144Hz 300nits, Intel Core i5-12500H 2.5 GHz, Creator/Gaming Laptop (16GB RAM/512GB SSD/RTX 2050/win 11/Office Home/50WHr Battery/Cool Silver/1.80 kg), K3605ZF-RP258WS","₹59,990",3.6,167,(23% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 32 mins. Details"
